DATA_ID,MARKET,SCHEDULED_DELIVERY_DATE,DELIVERY_CREATE_DATE,VEHICLE_TYPE,CUSTOMER_ORDER_NUMBER,WORK_ORDER_NUMBER,SPECIAL_ORDER,FLOC,UNATTENDED_FLAG,WINDOW_START,WINDOW_END,QUANTITY,VOLUME_CUBEFT,WEIGHT,PALLET,DLVRY_RISK_DECILE,DLVRY_RISK_BUCKET,DLVRY_RISK_PERCENTILE,CUSTOMER_NOTES,CUSTOMER_NOTES_LLM_SUMMARY,HISTORIC_NOTES_LLM_SUMMARY,HISTORIC_NOTES_W_LABELS,RI_GENERATE_DATETIME,CUSTOMER_ID,OSR_ID,ADDRESS_ID,WEATHER_ID
5251,CHICAGO,2025-06-03,2025-06-02,FLAT,H1926-338452,142061349,False,5928,True,6:00:00,10:00:00,130.0,59.4,2346.9,4.0,10,LOW,6,,,,,2025-06-02 14:07:36.663113,789,,1125,38
372,CHICAGO,2025-06-05,2025-06-03,FLAT,H1926-338785,142223437,False,5928,True,6:00:00,10:00:00,260.0,546.0,22880.0,14.0,9,LOW,10,,,,,2025-06-04 14:11:39.565891,1047,,4696,40
4883,CHICAGO,2025-06-05,2025-06-03,FLAT,H1926-338785,142223438,False,5928,True,6:00:00,10:00:00,196.0,58.9,1749.1,3.0,5,MEDIUM,50,call 3o minutes to delivery .   deliver in alley behind garage,"*** Deliver to the alley behind the garage.
*** Alley access may be difficult; proceed with caution.",,,2025-06-04 14:11:39.565891,1048,,1127,40
3736,CHICAGO,2025-06-06,2025-06-05,FLAT,H1926-339047,142398440,False,5928,True,6:00:00,20:00:00,353.0,553.1,24203.8,9.0,6,MEDIUM,40,,,,,2025-06-05 11:42:28.803273,1049,,1128,40
3960,CHICAGO,2025-06-17,2025-06-13,FLAT,H1926-339215,143163460,False,5928,True,6:00:00,10:00:00,150.0,117.3,1958.5,8.0,8,LOW,27,call 30min before arrival,,,,2025-06-16 11:58:57.008760,1050,22.0,1129,40
2729,CHICAGO,2025-06-10,2025-06-06,FLAT,H1926-339221,142532516,False,5928,False,10:00:00,14:00:00,500.0,15.0,1020.0,3.0,10,LOW,0,Please call customer 1 hour prior to delivery.Please call Alex 8324579532.,,,,2025-06-09 11:42:45.457672,1051,,1130,38
2001,CHICAGO,2025-06-10,2025-06-06,FLAT,H1926-339222,142532241,False,5928,False,10:00:00,14:00:00,150.0,9.0,492.0,3.0,8,LOW,22,,,,,2025-06-09 11:42:45.457672,82,11.0,1131,40
5325,CHICAGO,2025-06-10,2025-06-06,FLAT,H1926-339223,142531778,False,5928,False,10:00:00,14:00:00,150.0,9.0,492.0,3.0,8,LOW,22,,,,,2025-06-09 11:42:45.457672,1052,,1132,40
2056,CHICAGO,2025-06-13,2025-06-09,FLAT,H1926-339493,142807395,False,5928,True,6:00:00,20:00:00,345.0,90.8,4227.1,4.0,6,MEDIUM,42,,,,,2025-06-12 12:13:32.908974,1053,,1133,40
3509,CHICAGO,2025-06-13,2025-06-09,FLAT,H1926-339568,142754414,True,5928,True,6:00:00,20:00:00,198.0,139.8,5096.5,10.0,8,LOW,28,,,,,2025-06-12 12:13:32.908974,1054,,4298,40
1556,CHICAGO,2025-06-11,2025-06-10,FLAT,H1926-339728,142852264,False,5928,True,6:00:00,10:00:00,99.0,119.4,4091.5,4.0,10,LOW,6,Call Ryan at 5080335885 1/2 hour before delivery,*** Confirm delivery address details before departure.,,,2025-06-10 12:41:49.240306,1055,32.0,1135,40
2966,CHICAGO,2025-06-13,2025-06-11,FLAT,H1926-339967,142963817,False,5928,True,6:00:00,10:00:00,75.0,41.5,1235.0,4.0,8,LOW,22,,,,,2025-06-12 12:13:32.908974,1056,,1136,40
3140,CHICAGO,2025-06-17,2025-06-12,FLAT,H1926-340055,143103726,True,5928,True,6:00:00,10:00:00,939.0,770.0,24416.6,14.0,8,LOW,20,,,,,2025-06-16 11:58:57.008760,1057,,1137,40
555,CHICAGO,2025-07-02,2025-06-30,FLAT,H1926-340318,144785915,False,5928,True,6:00:00,20:00:00,128.0,57.0,2192.6,7.0,4,MEDIUM,62,,,,,2025-07-01 11:38:46.571906,1058,,1138,38
3352,CHICAGO,2025-06-20,2025-06-14,FLAT,H1926-340532,143281143,False,5928,True,6:00:00,20:00:00,25.0,11.0,562.0,4.0,5,MEDIUM,56,,,"*** Deliver to the back of the building.
*** Use a forklift for unloading.
*** Damaged drywall will be refused.",MCT: Deliver to the back of the building. | Dispatch: Use a forklift for unloading.,2025-06-19 12:03:13.267335,1059,,1139,38
2478,CHICAGO,2025-06-18,2025-06-17,FLAT,H1926-340757,143493112,False,5928,True,6:00:00,10:00:00,150.0,78.5,2424.5,4.0,7,MEDIUM,34,,,,,2025-06-17 11:45:09.859657,1060,,1140,40
880,CHICAGO,2025-06-19,2025-06-17,FLAT,H1926-340866,143523531,False,5928,True,6:00:00,10:00:00,250.0,525.0,22000.0,18.0,9,LOW,12,,,"*** Deliver to Building 3; flexible delivery locations acceptable (junk yard, back door, truck, business yard).
*** Property has a parking lot and yard; assess road/driveway/building access.","MCT: Deliver to Building 3; flexible delivery locations acceptable (junk yard, back door, truck, business yard). | Dispatch: Property has a parking lot and yard; assess road/driveway/building access.",2025-06-18 11:31:39.500294,900,20.0,1141,40
3542,CHICAGO,2025-06-19,2025-06-17,FLAT,H1926-340866,143523532,False,5928,True,6:00:00,10:00:00,330.0,557.9,23923.7,18.0,9,LOW,15,,,,,2025-06-18 11:31:39.500294,4379,,1142,40
5472,CHICAGO,2025-06-21,2025-06-19,FLAT,H1926-341225,143744011,False,5928,True,6:00:00,10:00:00,70.0,147.0,6160.0,3.0,9,LOW,11,,,,,2025-06-20 13:21:56.958639,1062,,1143,40
5404,CHICAGO,2025-06-25,2025-06-23,FLAT,H1926-341616,144081438,False,5928,False,10:00:00,14:00:00,500.0,15.0,1020.0,3.0,10,LOW,9,deliver to the driveway,*** Deliver to the driveway.,"*** Leave deliveries in the driveway.
*** Customer is often unavailable by phone.",MCT: Leave deliveries in the driveway.,2025-06-24 11:34:50.181857,1063,,1144,38
5229,CHICAGO,2025-06-25,2025-06-23,FLAT,H1926-341617,144081713,False,5928,False,10:00:00,14:00:00,250.0,15.0,820.0,3.0,10,LOW,5,,,,,2025-06-24 11:34:50.181857,1064,,1145,38
5476,CHICAGO,2025-07-01,2025-06-28,FLAT,H1926-341619,144583273,False,5928,False,10:00:00,14:00:00,70.0,55.3,612.5,13.0,3,HIGH,70,,"*** Delivery expected Saturday.
*** Possible scheduling conflict needs clarification.
*** Address accessibility details unknown.",,,2025-06-30 12:14:09.505371,1065,,1146,40
5727,CHICAGO,2025-06-25,2025-06-23,FLAT,H1926-341620,144082495,False,5928,False,10:00:00,14:00:00,250.0,15.0,820.0,3.0,10,LOW,5,Call Wojtek at 3516952726,,,,2025-06-24 11:34:50.181857,1066,22.0,1147,40
4815,CHICAGO,2025-06-25,2025-06-23,FLAT,H1926-341649,144089033,False,5928,False,10:00:00,14:00:00,70.0,6.3,325.5,3.0,9,LOW,17,Please call 60 minutes before delivery,*** Deliver on Monday morning.,"*** Delivery is high priority.
*** Confirm accessibility and any potential issues.
*** Ensure product placement as specified by the customer.",MCT: Confirm accessibility and any potential issues.,2025-06-24 11:34:50.181857,1067,,1148,40
3821,CHICAGO,2025-06-26,2025-06-25,FLAT,H1926-341960,144274509,False,5928,True,6:00:00,20:00:00,124.0,116.2,3889.2,2.0,9,LOW,14,Drop in back yard.,*** Deliver to the backyard.,,,2025-06-25 11:35:43.221586,1068,,1149,40
4882,CHICAGO,2025-06-26,2025-06-25,FLAT,H1926-341968,144285514,False,5928,True,6:00:00,20:00:00,65.0,37.1,1907.6,5.0,2,HIGH,87,,,,,2025-06-25 11:35:43.221586,1069,,1150,40
1920,CHICAGO,2025-06-28,2025-06-26,FLAT,H1926-342181,144402144,False,5928,True,8:00:00,10:00:00,191.0,461.1,19662.9,12.0,8,LOW,22,NSRR Bridge Replacement - Road is CLOSED to traffic. Please drop load on NORTH side of E. 73rd St. under the Skyway Bridge.,"*** Deliver to north side of E. 73rd St. under Skyway Bridge.
*** Road closure necessitates alternate drop-off.
*** Previous address discrepancy reported; verify location.",,,2025-06-27 11:30:44.339978,237,,1151,38
3708,CHICAGO,2025-06-28,2025-06-26,FLAT,H1926-342181,144402147,False,5928,True,6:00:00,8:00:00,114.0,88.2,5183.8,5.0,7,MEDIUM,30,,,,,2025-06-27 11:30:44.339978,1070,,1152,40
1474,CHICAGO,2025-07-01,2025-06-26,FLAT,H1926-342192,144401568,False,5928,True,6:00:00,10:00:00,310.0,768.8,32736.0,18.0,10,LOW,8,,,,,2025-06-30 12:14:09.505371,2582,,1153,38
82,CHICAGO,2025-06-28,2025-06-26,FLAT,H1926-342195,144401895,False,5928,True,8:00:00,10:00:00,200.0,496.0,21120.0,12.0,9,LOW,10,,,,,2025-06-27 11:30:44.339978,1071,,1154,40
3868,CHICAGO,2025-07-01,2025-06-26,FLAT,H1926-342199,144401645,False,5928,True,6:00:00,10:00:00,310.0,768.8,32736.0,18.0,10,LOW,8,Call 30 minutes prior to delivery,,"*** Prioritize delivery between 6 AM - 12 PM.
*** Handle drywall with extra care.
*** Confirm order contents before departure.",Dispatch: Prioritize delivery between 6 AM - 12 PM.,2025-06-30 12:14:09.505371,1072,,1155,5
4273,CHICAGO,2025-07-02,2025-06-27,FLAT,H1926-342360,144508797,True,5928,True,6:00:00,10:00:00,370.0,717.6,23573.1,16.0,9,LOW,13,,,"*** Use ""Commercial Corp Ct Joliet"" in GPS and deliver to the back of the building/dock 6-3 (first-come, first-served).
*** Exercise extreme caution to avoid drywall damage.","MCT: Use ""Commercial Corp Ct Joliet"" in GPS and deliver to the back of the building/dock 6-3 (first-come, first-served).",2025-07-01 11:38:46.571906,1073,,1156,40
1773,CHICAGO,2025-07-02,2025-06-30,FLAT,H1926-342743,144797180,False,5928,True,6:00:00,8:00:00,49.0,36.3,3285.2,2.0,8,LOW,22,,,,,2025-07-01 11:38:46.571906,400,,1157,40
669,CHICAGO,2025-07-02,2025-07-01,FLAT,H1926-342862,144887613,False,5928,True,6:00:00,20:00:00,30.0,23.1,930.0,4.0,3,HIGH,73,call before,,,,2025-07-01 11:38:46.571906,1074,,1158,38
2334,CHICAGO,2025-07-03,2025-07-01,FLAT,H1926-342938,144924407,True,5928,True,6:00:00,10:00:00,82.0,107.9,4272.4,5.0,10,LOW,7,Please call 5479803613 1 hour before arriving.,,,,2025-07-02 12:39:53.602346,1075,,1159,40
5725,CHICAGO,2025-07-08,2025-07-02,FLAT,H1926-343117,145019559,False,5928,True,6:00:00,20:00:00,6.0,2.0,165.3,1.0,2,HIGH,85,,,,,2025-07-07 11:32:00.788482,735,29.0,1160,40
913,CHICAGO,2025-07-08,2025-07-03,FLAT,H1926-343332,145155955,False,5928,True,6:00:00,10:00:00,472.0,203.9,6326.0,7.0,10,LOW,6,,,,,2025-07-07 11:32:00.788482,1076,,1161,38
5021,CHICAGO,2025-07-08,2025-07-07,FLAT,H1926-343540,145494310,False,5928,True,6:00:00,20:00:00,354.0,220.7,5712.4,4.0,7,MEDIUM,32,,,,,2025-07-07 11:32:00.788482,1077,,1162,40
1203,CHICAGO,2025-07-09,2025-07-07,FLAT,H1926-343577,145502518,False,5928,True,6:00:00,10:00:00,38.0,62.1,2652.1,2.0,7,MEDIUM,39,,,*** Wheel pallet into garage.,,2025-07-08 11:34:03.389956,1078,,2134,40
4264,CHICAGO,2025-07-11,2025-07-07,FLAT,H1926-343712,145567731,False,5928,True,6:00:00,10:00:00,132.0,95.5,9085.0,6.0,10,LOW,3,Put garage fences as far inside as possible on the grass since Im going to take it down to the bas,"*** Place garage fences on the grass, as far inside the property as possible.","*** Leave packages at the entrance or on the grass.
*** Avoid leaving packages in the garage.",MCT: Leave packages at the entrance or on the grass. | MCT: Avoid leaving packages in the garage.,2025-07-10 11:29:55.263804,947,,4395,38
4255,CHICAGO,2025-07-15,2025-07-12,FLAT,H1926-344483,146046107,False,5928,True,6:00:00,20:00:00,543.0,276.1,7575.7,7.0,8,LOW,26,,,,,2025-07-14 11:41:23.021361,1654,,1165,40
5820,CHICAGO,2025-07-17,2025-07-13,FLAT,H1926-344586,146129012,False,5928,True,6:00:00,10:00:00,84.0,49.1,3411.8,2.0,5,MEDIUM,53,,,"*** Deliver to the back of the lot.
*** Verify order details to prevent incorrect material delivery.",MCT: Deliver to the back of the lot.,2025-07-16 11:41:13.618509,1079,,1166,38
246,CHICAGO,2025-07-17,2025-07-14,FLAT,H1926-344684,146219866,False,5928,True,6:00:00,10:00:00,147.0,172.4,5950.8,9.0,10,LOW,8,,,,,2025-07-16 11:41:13.618509,3514,,1167,40
4673,CHICAGO,2025-07-17,2025-07-16,FLAT,H1926-344946,146390894,False,5928,True,6:00:00,20:00:00,3.0,8.7,9.0,5.0,1,HIGH,91,call 2940815615 for any questions or any problems,*** Delivery questions contact number: 3686988599.,,,2025-07-16 11:41:13.618509,1081,,1168,38
4881,CHICAGO,2025-06-10,2025-03-14,FLAT,H1927-318235,134241395,True,5928,True,10:00:00,14:00:00,239.0,368.6,11613.9,6.0,3,HIGH,74,call Mark 8943485733   for delivery,,,,2025-06-09 11:42:45.457672,1082,,1398,40
3692,CHICAGO,2025-07-16,2025-07-01,FLAT,H1927-318235,134241395,True,5928,True,6:00:00,10:00:00,239.0,368.6,11613.9,6.0,2,HIGH,79,,,,,2025-07-15 11:37:44.860340,3822,,1169,38
3500,CHICAGO,2025-06-10,2025-03-14,FLAT,H1927-318247,134241190,False,5928,True,10:00:00,14:00:00,710.0,242.0,9473.5,8.0,9,LOW,14,call when delivering,,,,2025-06-09 11:42:45.457672,1083,,4390,38
417,CHICAGO,2025-07-16,2025-07-01,FLAT,H1927-318247,134241190,False,5928,True,6:00:00,10:00:00,710.0,242.0,9473.5,8.0,8,LOW,22,bring to garage,"*** Deliver to the garage.
*** Requires further investigation.",,,2025-07-15 11:37:44.860340,1084,,1171,40
5984,CHICAGO,2025-06-10,2025-03-14,FLAT,H1927-318253,134241224,False,5928,False,10:00:00,14:00:00,271.0,36.7,3098.1,6.0,2,HIGH,79,peerless fence call ahead,,,,2025-06-09 11:42:45.457672,1085,,1172,38
3566,CHICAGO,2025-07-16,2025-07-01,FLAT,H1927-318253,134241224,False,5928,False,6:00:00,10:00:00,271.0,36.7,3098.1,6.0,1,HIGH,91,,,,,2025-07-15 11:37:44.860340,1086,,1173,40
2601,CHICAGO,2025-06-05,2025-05-02,FLAT,H1927-335620,138958885,False,5928,True,10:00:00,14:00:00,504.0,367.9,35456.4,16.0,9,LOW,11,,*** Deliver to a dry location.,,,2025-06-04 14:11:39.565891,31,,1174,38
3950,CHICAGO,2025-06-05,2025-05-02,FLAT,H1927-335620,138958886,False,5928,True,10:00:00,14:00:00,504.0,367.9,35456.4,16.0,9,LOW,11,PLEASE CALL CUSTOMER 30 MINS PRIOR TO ARRIVAL,,,,2025-06-04 14:11:39.565891,1087,,1175,40
3446,CHICAGO,2025-06-05,2025-05-02,FLAT,H1927-335620,138958887,False,5928,True,10:00:00,14:00:00,504.0,367.9,35456.4,14.0,9,LOW,19,Unload as close to backyard yard as possible on driveway or even on grass.,*** Deliver to backyard (driveway or grass).,"*** Deliver to garage.
*** Access details beyond garage unknown.",MCT: Deliver to garage. | MCT: Access details beyond garage unknown.,2025-06-04 14:11:39.565891,1088,,726,40
398,CHICAGO,2025-06-05,2025-05-02,FLAT,H1927-335620,138958888,False,5928,True,10:00:00,14:00:00,288.0,210.2,20260.8,8.0,9,LOW,12,Please deliver through the ally and drop off in lot,"*** Deliver through the alley and drop off in the lot.
*** Road and parking conditions are unknown; proceed with caution.",,,2025-06-04 14:11:39.565891,3803,,1176,40
1282,CHICAGO,2025-06-18,2025-06-16,FLAT,H1927-337623,143450818,True,5928,True,6:00:00,10:00:00,50.0,25.2,659.3,3.0,7,MEDIUM,38,,,,,2025-06-17 11:45:09.859657,1090,,1177,40
1145,CHICAGO,2025-06-04,2025-05-30,FLAT,H1927-338680,141621182,False,5928,False,6:00:00,10:00:00,443.0,664.7,23319.0,12.0,8,LOW,29,,,,,2025-06-03 16:31:28.598696,1091,,1178,40
5105,CHICAGO,2025-06-06,2025-06-04,FLAT,H1927-338680,141621182,False,5928,False,6:00:00,10:00:00,443.0,664.7,23319.0,12.0,9,LOW,17,,,,,2025-06-05 11:42:28.803273,1092,15.0,1179,40
3430,CHICAGO,2025-06-10,2025-06-05,FLAT,H1927-338680,141621182,False,5928,False,6:00:00,10:00:00,443.0,664.7,23319.0,12.0,9,LOW,16,,,,,2025-06-09 11:42:45.457672,894,11.0,1180,40
3177,CHICAGO,2025-06-11,2025-06-09,FLAT,H1927-338680,142758146,False,5928,False,6:00:00,10:00:00,443.0,664.7,23319.0,11.0,9,LOW,16,,,,,2025-06-10 12:41:49.240306,1093,,1181,38
453,CHICAGO,2025-06-03,2025-06-01,FLAT,H1927-339216,142008126,False,5928,True,6:00:00,20:00:00,30.0,56.0,1577.4,5.0,2,HIGH,81,,,,,2025-06-02 14:07:36.663113,1094,,4075,40
4367,CHICAGO,2025-06-03,2025-06-02,FLAT,H1927-339251,142065631,False,5928,False,6:00:00,20:00:00,16.0,11.5,591.1,5.0,7,MEDIUM,33,Deliver in back,*** Deliver to the back of the property.,,,2025-06-02 14:07:36.663113,1095,,1183,34
2731,CHICAGO,2025-06-03,2025-06-02,FLAT,H1927-339260,142069206,False,5928,True,6:00:00,20:00:00,271.0,358.5,14868.8,12.0,10,LOW,1,,,,,2025-06-02 14:07:36.663113,1096,,1184,40
3992,CHICAGO,2025-06-14,2025-06-12,FLAT,H1927-339261,143089598,False,5928,True,6:00:00,10:00:00,6.0,3.2,312.0,1.0,1,HIGH,91,,,,,2025-06-13 12:01:48.677892,1097,,1185,40
3545,CHICAGO,2025-06-04,2025-06-03,FLAT,H1927-339323,1563259A,False,5928,True,6:00:00,20:00:00,221.0,422.0,18075.2,7.0,2,HIGH,88,call 30 mins before arrival 9598650069,,,,2025-06-03 16:31:28.598696,1098,,1982,38
5281,CHICAGO,2025-06-04,2025-06-02,FLAT,H1927-339352,142129276,False,5928,True,6:00:00,20:00:00,82.0,60.3,4549.4,3.0,8,LOW,26,,,,,2025-06-03 16:31:28.598696,1099,,1187,40
5473,CHICAGO,2025-06-05,2025-06-03,FLAT,H1927-339441,142211561,False,5928,True,6:00:00,10:00:00,95.0,159.6,6688.0,4.0,7,MEDIUM,31,,,,,2025-06-04 14:11:39.565891,1100,,1188,40
1861,CHICAGO,2025-06-12,2025-06-05,FLAT,H1927-339638,142436239,False,5928,False,8:00:00,10:00:00,117.0,158.3,5874.9,5.0,4,MEDIUM,64,,,"*** Driveway is accessible.
*** Handle packages with extra care; previous damage reported (tiles).",,2025-06-11 11:48:47.541802,1101,,1189,40
419,CHICAGO,2025-06-11,2025-06-06,FLAT,H1927-339779,142521580,True,5928,True,6:00:00,10:00:00,178.0,125.7,9271.5,4.0,10,LOW,4,,,"*** Difficult access/parking at construction site.
*** Place package at specified location to avoid misdelivery/damage.",Dispatch: Difficult access/parking at construction site. | MCT: Place package at specified location to avoid misdelivery/damage.,2025-06-10 12:41:49.240306,1102,,1190,34
2575,CHICAGO,2025-06-11,2025-06-09,FLAT,H1927-340117,142814722,True,5928,True,6:00:00,20:00:00,197.0,324.7,9954.1,9.0,7,MEDIUM,35,5858140836,,,,2025-06-10 12:41:49.240306,1103,45.0,3045,38
3096,CHICAGO,2025-06-11,2025-06-09,FLAT,H1927-340119,142816537,True,5928,False,6:00:00,20:00:00,464.0,280.8,9100.7,10.0,7,MEDIUM,30,PO PE190983 -- Please call First -- Brick Cassidy 6595120450,,,,2025-06-10 12:41:49.240306,1104,,1192,38
2557,CHICAGO,2025-06-12,2025-06-10,FLAT,H1927-340202,142873259,False,5928,True,10:00:00,14:00:00,35.0,28.9,2107.6,6.0,10,LOW,0,,,"*** Deliver orders inside the customer's garage.
*** Garage access is required.",MCT: Deliver orders inside the customer's garage.,2025-06-11 11:48:47.541802,1105,,1193,40
5069,CHICAGO,2025-06-13,2025-06-11,FLAT,H1927-340397,143007981,False,5928,False,6:00:00,20:00:00,292.0,551.1,23670.7,9.0,3,HIGH,71,,,,,2025-06-12 12:13:32.908974,1106,,1194,38
28,CHICAGO,2025-06-13,2025-06-11,FLAT,H1927-340399,142998161,False,5928,False,10:00:00,14:00:00,193.0,568.5,9803.5,14.0,10,LOW,5,This is an apartment complex.  Please call 30 mins before delivery for instructions where to drop,,,,2025-06-12 12:13:32.908974,1107,,1195,40
4636,CHICAGO,2025-06-25,2025-06-11,FLAT,H1927-340399,142998161,False,5928,False,6:00:00,10:00:00,93.0,400.6,2763.5,14.0,3,HIGH,72,,,,,2025-06-24 11:34:50.181857,1108,,174,38
105,CHICAGO,2025-06-14,2025-06-12,FLAT,H1927-340527,143107637,False,5928,True,6:00:00,20:00:00,140.0,96.4,7118.2,8.0,5,MEDIUM,53,,,,,2025-06-13 12:01:48.677892,1109,,3260,40
644,CHICAGO,2025-06-24,2025-06-18,FLAT,H1927-341093,143640122,False,5928,False,6:00:00,10:00:00,1488.0,59.5,7440.0,6.0,9,LOW,12,,,,,2025-06-23 11:45:37.944273,1110,,1196,34
719,CHICAGO,2025-06-24,2025-06-21,FLAT,H1927-341318,1637283A,False,5928,True,6:00:00,10:00:00,470.0,897.1,36837.4,15.0,10,LOW,2,,,,,2025-06-23 11:45:37.944273,1111,,1197,40
10,CHICAGO,2025-06-24,2025-06-21,FLAT,H1927-341482,143906865,False,5928,True,6:00:00,10:00:00,62.0,75.1,2880.0,8.0,9,LOW,17,Contact: Christian Yanez 2965203421,,"*** Verify order number and address to avoid duplicates and address discrepancies.
*** Expect limited parking and navigate speed bumps, especially with large deliveries.","Dispatch: Expect limited parking and navigate speed bumps, especially with large deliveries.",2025-06-23 11:45:37.944273,1112,,1198,40
5983,CHICAGO,2025-06-25,2025-06-23,FLAT,H1927-341644,144072231,False,5928,False,6:00:00,10:00:00,104.0,74.8,2420.4,5.0,8,LOW,25,,,,,2025-06-24 11:34:50.181857,630,,1199,40
3270,CHICAGO,2025-06-25,2025-06-23,FLAT,H1927-341720,144115342,True,5928,True,6:00:00,8:00:00,371.0,426.9,16541.2,14.0,9,LOW,18,,,,,2025-06-24 11:34:50.181857,1113,,1200,38
2855,CHICAGO,2025-06-25,2025-06-23,FLAT,H1927-341734,144110706,False,5928,True,6:00:00,10:00:00,8.0,5.0,286.6,2.0,3,HIGH,70,,,,,2025-06-24 11:34:50.181857,1114,,1201,40
3255,CHICAGO,2025-06-26,2025-06-24,FLAT,H1927-341763,144216129,True,5928,False,10:00:00,14:00:00,478.0,376.8,11982.8,8.0,6,MEDIUM,48,,"*** Deliver only one unit of 2x4 lumber.
*** Potential order discrepancy; verify order details before delivery.
*** Confirm delivery address accessibility.",,,2025-06-25 11:35:43.221586,1115,,4696,34
1197,CHICAGO,2025-06-26,2025-06-23,FLAT,H1927-341796,144132161,False,5928,False,6:00:00,10:00:00,920.0,36.8,4600.0,2.0,10,LOW,9,,,,,2025-06-25 11:35:43.221586,1116,,1203,38
3922,CHICAGO,2025-06-27,2025-06-25,FLAT,H1927-341886,144323434,False,5928,False,6:00:00,20:00:00,543.0,675.7,23419.0,12.0,10,LOW,3,Drop on north side of driveway. Wheelchair access on south side of driveway cannot be blocked.,"*** Deliver to the north side of the driveway.
*** Avoid blocking the south side for wheelchair access.",,,2025-06-26 11:43:44.608402,1117,,1204,40
3732,CHICAGO,2025-06-27,2025-06-25,FLAT,H1927-341888,144323912,False,5928,False,6:00:00,20:00:00,543.0,675.7,23419.0,12.0,10,LOW,4,Rear Parking lot near entry door by the dumpster.,"*** Deliver to rear parking lot, near dumpster entry door.
*** Road, driveway, parking, and building access need clarification.",,,2025-06-26 11:43:44.608402,1118,,1205,40
5096,CHICAGO,2025-07-03,2025-07-01,FLAT,H1927-342787,144907896,False,5928,True,6:00:00,10:00:00,88.0,65.5,5967.5,4.0,10,LOW,5,,,,,2025-07-02 12:39:53.602346,1119,20.0,1206,40
2873,CHICAGO,2025-07-08,2025-07-02,FLAT,H1927-343021,145037604,False,5928,True,6:00:00,20:00:00,1.0,2.1,88.0,18.0,3,HIGH,71,,"*** Previous delivery refused due to damaged fence.
*** Assess fence condition before attempting delivery.
*** Confirm delivery method/access.",,,2025-07-07 07:47:21.880298,1120,,570,38
2011,CHICAGO,2025-07-08,2025-07-02,FLAT,H1927-343027,145039446,False,5928,True,6:00:00,20:00:00,1.0,2.1,88.0,18.0,3,HIGH,71,,,,,2025-07-07 07:47:21.880298,115,15.0,1207,40
1043,CHICAGO,2025-07-08,2025-07-02,FLAT,H1927-343031,145040197,False,5928,True,6:00:00,10:00:00,125.0,72.5,3625.0,8.0,10,LOW,7,,,,,2025-07-07 11:32:00.788482,1121,,687,34
5077,CHICAGO,2025-07-10,2025-07-02,FLAT,H1927-343031,145040197,False,5928,True,6:00:00,10:00:00,125.0,72.5,3625.0,8.0,8,LOW,21,,"*** Previous delivery of drywall was wet.
*** Investigate cause of wet drywall delivery.","*** Deliveries go to a warehouse.
*** Warehouse access is available.
*** Customer self-unloads deliveries.",MCT: Deliveries go to a warehouse.,2025-07-09 11:37:12.897562,338,,1208,40
3265,CHICAGO,2025-07-05,2025-07-03,FLAT,H1927-343139,145127525,False,5928,True,6:00:00,10:00:00,89.0,119.3,3864.0,5.0,9,LOW,14,,,,,2025-07-04 11:32:03.601213,1122,9.0,1209,38
1133,CHICAGO,2025-07-08,2025-07-06,FLAT,H1927-343417,145448350,False,5928,True,6:00:00,20:00:00,100.0,147.6,5408.0,3.0,7,MEDIUM,37,Call 30 min before,,"*** Use back-of-house/garage access.
*** Investigate driveway/road conditions.
*** Clarify ""LUI 5119"" and ""FDC"" abbreviations before delivery.",MCT: Use back-of-house/garage access. | Dispatch: Investigate driveway/road conditions.,2025-07-07 11:32:00.788482,1123,,1120,40
5463,CHICAGO,2025-07-09,2025-07-08,FLAT,H1927-343417,1698013A,False,5928,False,6:00:00,20:00:00,20.0,33.6,1408.0,2.0,4,MEDIUM,67,,,*** Leave package at the front of the house.,MCT: Leave package at the front of the house.,2025-07-08 11:34:03.389956,1124,,1210,40
3638,CHICAGO,2025-07-10,2025-07-07,FLAT,H1927-343555,145545110,False,5928,True,6:00:00,10:00:00,146.0,209.9,6777.6,8.0,9,LOW,16,,,,,2025-07-09 11:37:12.897562,1125,,1211,40
3580,CHICAGO,2025-07-10,2025-07-07,FLAT,H1927-343562,145554718,False,5928,True,6:00:00,10:00:00,45.0,21.4,848.4,5.0,8,LOW,28,,,,,2025-07-09 11:37:12.897562,1126,,1212,40
3598,CHICAGO,2025-07-11,2025-07-08,FLAT,H1927-343609,145640197,True,5928,True,6:00:00,10:00:00,121.0,94.4,6880.8,4.0,10,LOW,5,,,,,2025-07-10 11:29:55.263804,1127,,1213,40
518,CHICAGO,2025-07-11,2025-07-09,FLAT,H1927-343863,145771889,False,5928,False,6:00:00,10:00:00,35.0,46.9,1512.0,2.0,8,LOW,25,wrapped in plastic please,"*** Previous delivery refused.
*** Wrap order in plastic.",,,2025-07-10 11:29:55.263804,1128,,1214,40
3978,CHICAGO,2025-07-12,2025-07-10,FLAT,H1927-344020,145891041,False,5928,True,6:00:00,10:00:00,31.0,51.5,2366.7,2.0,8,LOW,26,,,,,2025-07-11 11:27:11.349406,1129,,1215,38
942,CHICAGO,2025-07-15,2025-07-11,FLAT,H1927-344129,145983956,False,5928,False,6:00:00,10:00:00,100.0,56.0,5200.0,2.0,2,HIGH,87,,,,,2025-07-14 11:41:23.021361,1130,,1216,40
